Time,Azimuth,Zenith
0.00593,-11.06135277,78.08265605
0.00594,-10.99896012,78.11305943
0.00595,-10.93627738,78.14411607
0.00596,-10.87330881,78.17582596
0.00597,-10.81005866,78.20818905
0.00598,-10.74653119,78.24120526
0.00599,-10.68273065,78.27487443
0.006,-10.61866128,78.30919639
0.00601,-10.55432734,78.34417088
0.00602,-10.48973306,78.37979762
0.00603,-10.42488268,78.41607627
0.00604,-10.35978045,78.45300643
0.00605,-10.29443057,78.49058767
0.00606,-10.2288373,78.5288195
0.00607,-10.16300483,78.56770138
0.00608,-10.09693739,78.60723273
0.00609,-10.03063918,78.64741291
0.0061,-9.964114406,78.68824122
0.00611,-9.89736726,78.72971695
0.00612,-9.830401929,78.77183929
0.00613,-9.763222592,78.81460742
0.00614,-9.695833419,78.85802045
0.00615,-9.628238574,78.90207744
0.00616,-9.56044221,78.94677742
0.00617,-9.492448473,78.99211934
0.00618,-9.424261497,79.03810212
0.00619,-9.355885409,79.08472464
0.0062,-9.287324325,79.13198571
0.00621,-9.218582348,79.17988409
0.00622,-9.149663576,79.22841852
0.00623,-9.08057209,79.27758765
0.00624,-9.011311963,79.32739011
0.00625,-8.941887257,79.37782448
0.00626,-8.87230202,79.42888927
0.00627,-8.80256029,79.48058296
0.00628,-8.732666091,79.53290398
0.00629,-8.662623435,79.5858507
0.0063,-8.592436322,79.63942145
0.00631,-8.522108737,79.69361452
0.00632,-8.451644654,79.74842814
0.00633,-8.381048031,79.80386048
0.00634,-8.310322815,79.85990969
0.00635,-8.239472936,79.91657386
0.00636,-8.168502312,79.97385103
0.00637,-8.097414846,80.0317392
0.00638,-8.026214427,80.0902363
0.00639,-7.954904927,80.14934025
0.0064,-7.883490207,80.20904889
0.00641,-7.811974109,80.26936003
0.00642,-7.740360462,80.33027144
0.00643,-7.66865308,80.39178082
0.00644,-7.596855759,80.45388586
0.00645,-7.524972283,80.51658416
0.00646,-7.453006417,80.57987331
0.00647,-7.380961912,80.64375085
0.00648,-7.308842502,80.70821426
0.00649,-7.236651906,80.77326098
0.0065,-7.164393826,80.83888841
0.00651,-7.092071948,80.90509392
0.00652,-7.019689942,80.9718748
0.00653,-6.947251462,81.03922833
0.00654,-6.874760143,81.10715173
0.00655,-6.802219607,81.17564219
0.00656,-6.729633458,81.24469684
0.00657,-6.657005283,81.31431279
0.00658,-6.584338653,81.38448707
0.00659,-6.511637123,81.45521672
0.0066,-6.438904229,81.5264987
0.00661,-6.366143492,81.59832993
0.00662,-6.293358418,81.67070732
0.00663,-6.220552494,81.74362771
0.00664,-6.147729192,81.81708792
0.00665,-6.074891965,81.8910847
0.00666,-6.002044252,81.96561479
0.00667,-5.929189474,82.04067489
0.00668,-5.856331037,82.11626165
0.00669,-5.783472329,82.19237167
0.0067,-5.710616723,82.26900155
0.00671,-5.637767575,82.34614781
0.00672,-5.564928224,82.42380697
0.00673,-5.492101994,82.50197548
0.00674,-5.419292194,82.58064979
0.00675,-5.346502113,82.65982627
0.00676,-5.273735029,82.73950129
0.00677,-5.200994201,82.81967117
0.00678,-5.128282873,82.90033221
0.00679,-5.055604274,82.98148065
0.0068,-4.982961618,83.06311271
0.00681,-4.910358101,83.14522458
0.00682,-4.837796907,83.22781242
0.00683,-4.765281204,83.31087235
0.00684,-4.692814142,83.39440045
0.00685,-4.620398861,83.47839278
0.00686,-4.548038483,83.56284537
0.00687,-4.475736117,83.64775421
0.00688,-4.403494856,83.73311526
0.00689,-4.331317781,83.81892446
0.0069,-4.259207956,83.90517772
0.00691,-4.187168434,83.9918709
0.00692,-4.115202252,84.07899986
0.00693,-4.043312435,84.16656042
0.00694,-3.971501993,84.25454835
0.00695,-3.899773924,84.34295943
0.00696,-3.828131213,84.43178939
0.00697,-3.75657683,84.52103394
0.00698,-3.685113735,84.61068877
0.00699,-3.613744872,84.70074953
0.007,-3.542473177,84.79121185
0.00701,-3.471301571,84.88207134
0.00702,-3.400232962,84.97332358
0.00703,-3.329270249,85.06496414
0.00704,-3.258416316,85.15698855
0.00705,-3.187674039,85.24939232
0.00706,-3.117046281,85.34217094
0.00707,-3.046535892,85.43531989
0.00708,-2.976145715,85.52883461
0.00709,-2.905878579,85.62271052
0.0071,-2.835737304,85.71694304
0.00711,-2.765724699,85.81152754
0.00712,-2.695843563,85.9064594
0.00713,-2.626096685,86.00173396
0.00714,-2.556486845,86.09734654
0.00715,-2.487016811,86.19329246
0.00716,-2.417689344,86.28956702
0.00717,-2.348507195,86.38616547
0.00718,-2.279473105,86.48308309
0.00719,-2.210589807,86.58031511
0.0072,-2.141860025,86.67785675
0.00721,-2.073286475,86.77570323
0.00722,-2.004871862,86.87384974
0.00723,-1.936618888,86.97229146
0.00724,-1.868530241,87.07102355
0.00725,-1.800608605,87.17004116
0.00726,-1.732856654,87.26933944
0.00727,-1.665277057,87.36891351
0.00728,-1.597872474,87.46875848
0.00729,-1.530645557,87.56886945
0.0073,-1.463598951,87.66924151
0.00731,-1.396735297,87.76986973
0.00732,-1.330057225,87.87074919
0.00733,-1.26356736,87.97187494
0.00734,-1.197268322,88.07324202
0.00735,-1.131162723,88.17484548
0.00736,-1.065253168,88.27668034
0.00737,-0.999542257,88.37874163
0.00738,-0.934032584,88.48102434
0.00739,-0.868726736,88.58352349
0.0074,-0.803627296,88.68623407
0.00741,-0.73873684,88.78915108
0.00742,-0.674057938,88.89226948
0.00743,-0.609593154,88.99558426
0.00744,-0.54534505,89.09909039
0.00745,-0.481316178,89.20278284
0.00746,-0.417509088,89.30665655
0.00747,-0.353926324,89.4107065
0.00748,-0.290570423,89.51492762
0.00749,-0.22744392,89.61931487
0.0075,-0.164549343,89.72386319
0.00751,-0.101889215,89.82856752
0.00752,-0.039466055,89.93342279
0.00753,0.022717624,90.03842395
0.00754,0.084659312,90.14356592
0.00755,0.146356505,90.24884363
0.00756,0.207806705,90.35425202
0.00757,0.269007417,90.45978602
0.00758,0.329956152,90.56544054
0.00759,0.390650423,90.67121053
0.0076,0.451087753,90.7770909
0.00761,0.511265664,90.88307659
0.00762,0.571181686,90.98916252
0.00763,0.630833355,91.09534362
0.00764,0.690218208,91.20161483
0.00765,0.74933379,91.30797108
0.00766,0.808177649,91.4144073
0.00767,0.866747341,91.52091842
0.00768,0.925040423,91.62749939
0.00769,0.983054459,91.73414515
0.0077,1.04078702,91.84085064
0.00771,1.098235678,91.94761082
0.00772,1.155398014,92.05442063
0.00773,1.212271613,92.16127502
0.00774,1.268854065,92.26816897
0.00775,1.325142966,92.37509743
0.00776,1.381135918,92.48205537
0.00777,1.43683053,92.58903776
0.00778,1.492224414,92.69603959
0.00779,1.547315189,92.80305585
0.0078,1.602100482,92.91008151
0.00781,1.656577925,93.01711158
0.00782,1.710745157,93.12414105
0.00783,1.764599821,93.23116495
0.00784,1.818139572,93.33817828
0.00785,1.871362066,93.44517606
0.00786,1.924264971,93.55215333
0.00787,1.976845959,93.65910512
0.00788,2.029102712,93.76602648
0.00789,2.081032917,93.87291245
0.0079,2.132634272,93.9797581
